"disease"	"codetype"	"diag_code"	"readcode"	"description"	"comment"
"1362"	"Peripheral arterial disease"	"Aurum"	"7347571000006118"	""	"Bypass of iliac artery by anastomosis of iliac artery to iliac artery"	""
"1363"	"Peripheral arterial disease"	"Aurum"	"742481000006118"	"G73..12"	"Ischaemia of legs"	""
"1364"	"Peripheral arterial disease"	"Aurum"	"7484041000006110"	""	"Obstruction of totally implantable venous access device"	""
"1365"	"Peripheral arterial disease"	"Aurum"	"7703651000006112"	""	"Ischemic foot pain at rest"	""
"1366"	"Peripheral arterial disease"	"Aurum"	"7707591000006113"	""	"Ischemic foot pain when walking"	""
"1367"	"Peripheral arterial disease"	"Aurum"	"771351000006111"	"C108600"	"Insulin dependent diabetes mellitus with gangrene"	""
"1368"	"Peripheral arterial disease"	"Aurum"	"772141000006118"	"C108G00"	"Insulin dependent diab mell with peripheral angiopathy"	""
"1369"	"Peripheral arterial disease"	"Aurum"	"785611000006113"	"7A41F00"	"Ilio-femoral prosthetic cross over graft"	""
"1370"	"Peripheral arterial disease"	"Aurum"	"787101000006114"	"C107300"	"IDDM with peripheral circulatory disorder"	""
"1371"	"Peripheral arterial disease"	"Aurum"	"8009281000006110"	""	"Limb ischaemia"	""
"1372"	"Peripheral arterial disease"	"Aurum"	"8009291000006113"	""	"Limb ischemia"	""
"1373"	"Peripheral arterial disease"	"Aurum"	"8014491000006111"	""	"Peripheral vascular disease due to type I diabetes"	""
"1374"	"Peripheral arterial disease"	"Aurum"	"84331000006112"	"C108612"	"Type 1 diabetes mellitus with gangrene"	""
"1375"	"Peripheral arterial disease"	"Aurum"	"84411000006111"	"C108G12"	"Type 1 diabetes mellitus with peripheral angiopathy"	""
"1376"	"Peripheral arterial disease"	"Aurum"	"84511000006112"	"C109512"	"Type 2 diabetes mellitus with gangrene"	""
"1377"	"Peripheral arterial disease"	"Aurum"	"84591000006119"	"C109F12"	"Type 2 diabetes mellitus with peripheral angiopathy"	""
"1378"	"Peripheral arterial disease"	"Aurum"	"84701000006115"	"C108611"	"Type I diabetes mellitus with gangrene"	""
"1379"	"Peripheral arterial disease"	"Aurum"	"84781000006112"	"C108G11"	"Type I diabetes mellitus with peripheral angiopathy"	""
"1380"	"Peripheral arterial disease"	"Aurum"	"84881000006119"	"C109511"	"Type II diabetes mellitus with gangrene"	""
"1381"	"Peripheral arterial disease"	"Aurum"	"84961000006116"	"C109F11"	"Type II diabetes mellitus with peripheral angiopathy"	""
"1382"	"Peripheral arterial disease"	"Aurum"	"881511000006113"	"C107.99"	"Diabetes + periph.circulat.dis"	""
"1383"	"Peripheral arterial disease"	"Aurum"	"884571000006119"	"G702.99"	"Atherosclerosis of extremities"	""
"1384"	"Peripheral arterial disease"	"Aurum"	"884661000006110"	"G742z99"	"Peripheral arterial embolism"	""
"1385"	"Peripheral arterial disease"	"Aurum"	"913621000006112"	"C10E612"	"Insulin dependent diabetes mellitus with gangrene"	""
"1386"	"Peripheral arterial disease"	"Aurum"	"913921000006119"	"C10EG12"	"Insulin dependent diab mell with peripheral angiopathy"	""
"1387"	"Peripheral arterial disease"	"Aurum"	"913931000006116"	"C10EG00"	"Type 1 diabetes mellitus with peripheral angiopathy"	""
"1388"	"Peripheral arterial disease"	"Aurum"	"913941000006114"	"C10EG11"	"Type I diabetes mellitus with peripheral angiopathy"	""
"1389"	"Peripheral arterial disease"	"Gold"	"100036"	"7A41D00"	"Bypass iliac artery by iliac/iliac artery anastomosis NEC"	""
"1390"	"Peripheral arterial disease"	"Gold"	"100113"	"7A47.12"	"Other emergency bypass of common femoral artery"	""
"1391"	"Peripheral arterial disease"	"Gold"	"100579"	"Gyu7000"	"[X]Atherosclerosis of other arteries"	""
"1392"	"Peripheral arterial disease"	"Gold"	"101866"	"G73z012"	"Vascular claudication"	""
"1393"	"Peripheral arterial disease"	"Gold"	"101910"	"7A41.11"	"Other bypass of iliac artery by anastomosis"	""
"1394"	"Peripheral arterial disease"	"Gold"	"102112"	"C10E611"	"Type I diabetes mellitus with gangrene"	""
"1395"	"Peripheral arterial disease"	"Gold"	"104323"	"C10F511"	"Type II diabetes mellitus with gangrene"	""
"1396"	"Peripheral arterial disease"	"Gold"	"104639"	"C10FF11"	"Type II diabetes mellitus with peripheral angiopathy"	""
"1397"	"Peripheral arterial disease"	"Gold"	"105317"	"G734.00"	"Peripheral arterial disease"	""
"1398"	"Peripheral arterial disease"	"Gold"	"105773"	"G784200"	"Occlusion of posterior tibial artery"	""
"1399"	"Peripheral arterial disease"	"Gold"	"106020"	"G784.00"	"Occlusion of artery of lower limb"	""
"1400"	"Peripheral arterial disease"	"Gold"	"106843"	"7A26B00"	"Endarterectomy of axillary artery NEC"	""
"1401"	"Peripheral arterial disease"	"Gold"	"107158"	"7A48900"	"Bypass popliteal artery by pop/peron art anast c prosth NEC"	""
"1402"	"Peripheral arterial disease"	"Gold"	"107740"	"7A4B.11"	"Transluminal procedure on common femoral artery"	""
"1403"	"Peripheral arterial disease"	"Gold"	"108267"	"G784100"	"Occlusion of anterior tibial artery"	""
"1404"	"Peripheral arterial disease"	"Gold"	"10827"	"7A44000"	"Percutaneous transluminal angioplasty of iliac artery"	""
"1405"	"Peripheral arterial disease"	"Gold"	"108721"	"G784000"	"Occlusion of dorsalis pedis artery"	""
"1406"	"Peripheral arterial disease"	"Gold"	"109034"	"1M11000"	"Ischaemic foot pain at rest"	""
"1407"	"Peripheral arterial disease"	"Gold"	"109051"	"C10E612"	"Insulin dependent diabetes mellitus with gangrene"	""
"1408"	"Peripheral arterial disease"	"Gold"	"109217"	"1M11100"	"Ischaemic foot pain when walking"	""
"1409"	"Peripheral arterial disease"	"Gold"	"111190"	"7A47900"	"Emerg bypass popliteal art by pop/peron a anast c prosth NEC"	""
"1410"	"Peripheral arterial disease"	"Gold"	"112511"	"7A47A00"	"Emerg bypass fem art by fem/peron a anast c vein graft NEC"	""
"1411"	"Peripheral arterial disease"	"Gold"	"112861"	"7A41E00"	"Emergency bypass of iliac artery by unspecified anastomosis"	""
"1412"	"Peripheral arterial disease"	"Gold"	"113851"	"7A48.13"	"Other bypass of deep femoral artery"	""
"1413"	"Peripheral arterial disease"	"Gold"	"114401"	"C108612"	"Type 1 diabetes mellitus with gangrene"	""
"1414"	"Peripheral arterial disease"	"Gold"	"11680"	"2I16.00"	"O/E - gangrene"	""
"1415"	"Peripheral arterial disease"	"Gold"	"11766"	"7A47.16"	"Other emergency bypass of femoral artery"	""
"1416"	"Peripheral arterial disease"	"Gold"	"12331"	"7A48.15"	"Other bypass of popliteal artery"	""
"1417"	"Peripheral arterial disease"	"Gold"	"12735"	"G732100"	"Gangrene of foot"	""
"1418"	"Peripheral arterial disease"	"Gold"	"12736"	"C10F500"	"Type 2 diabetes mellitus with gangrene"	""
"1419"	"Peripheral arterial disease"	"Gold"	"14797"	"G702.00"	"Extremity artery atheroma"	""
"1420"	"Peripheral arterial disease"	"Gold"	"1517"	"G73z000"	"Intermittent claudication"	""
"1421"	"Peripheral arterial disease"	"Gold"	"15302"	"G742z00"	"Peripheral arterial embolism and thrombosis NOS"	""
"1422"	"Peripheral arterial disease"	"Gold"	"16260"	"G702z00"	"Extremity artery atheroma NOS"	""
"1423"	"Peripheral arterial disease"	"Gold"	"16363"	"7A4A211"	"Open thrombectomy of femoral artery"	""
"1424"	"Peripheral arterial disease"	"Gold"	"17336"	"7A4A212"	"Open femoral embolectomy"	""
"1425"	"Peripheral arterial disease"	"Gold"	"18030"	"7A4B800"	"Percut translum thrombolysis femoral graft streptokinase"	""
"1426"	"Peripheral arterial disease"	"Gold"	"18060"	"7A48.14"	"Other bypass of femoral artery"	""
"1427"	"Peripheral arterial disease"	"Gold"	"1826"	"G73..12"	"Ischaemia of legs"	""
"1428"	"Peripheral arterial disease"	"Gold"	"18816"	"7A49200"	"Endarterectomy of femoral artery NEC"	""
"1429"	"Peripheral arterial disease"	"Gold"	"2065"	"G742400"	"Embolism and thrombosis of the femoral artery"	""
"1430"	"Peripheral arterial disease"	"Gold"	"2066"	"7A48z00"	"Other bypass of femoral artery or popliteal artery NOS"	""
"1431"	"Peripheral arterial disease"	"Gold"	"21927"	"7A41.00"	"Other bypass of iliac artery"	""
"1432"	"Peripheral arterial disease"	"Gold"	"22016"	"7A48E00"	"Femoro-femoral prosthetic cross over graft"	""
"1433"	"Peripheral arterial disease"	"Gold"	"23871"	"G73y100"	"Peripheral angiopathic disease EC NOS"	""
"1434"	"Peripheral arterial disease"	"Gold"	"24097"	"7A48300"	"Bypass popliteal artery by pop/pop a anast c vein graft NEC"	""
"1435"	"Peripheral arterial disease"	"Gold"	"24229"	"7A44400"	"Percutaneous transluminal insertion of iliac artery stent"	""
"1436"	"Peripheral arterial disease"	"Gold"	"24692"	"7A48.00"	"Other bypass of femoral artery or popliteal artery"	""
"1437"	"Peripheral arterial disease"	"Gold"	"27494"	"G74y300"	"Embolism and thrombosis of the iliac artery unspecified"	""
"1438"	"Peripheral arterial disease"	"Gold"	"27580"	"7A48000"	"Bypass femoral artery by fem/pop art anast c prosthesis NEC"	""
"1439"	"Peripheral arterial disease"	"Gold"	"2760"	"G73zz00"	"Peripheral vascular disease NOS"	""
"1440"	"Peripheral arterial disease"	"Gold"	"2800"	"7A53000"	"Open embolectomy of artery NEC"	""
"1441"	"Peripheral arterial disease"	"Gold"	"28030"	"7A48200"	"Bypass femoral artery by fem/pop art anast c vein graft NEC"	""
"1442"	"Peripheral arterial disease"	"Gold"	"28616"	"7A41100"	"Bypass iliac artery by iliac/femoral artery anastomosis NEC"	""
"1443"	"Peripheral arterial disease"	"Gold"	"28774"	"7A52000"	"Endarterectomy and patch repair of artery NEC"	""
"1444"	"Peripheral arterial disease"	"Gold"	"28777"	"7A49000"	"Endarterectomy and patch repair of femoral artery"	""
"1445"	"Peripheral arterial disease"	"Gold"	"29112"	"7A4B100"	"Percutaneous transluminal angioplasty of popliteal artery"	""
"1446"	"Peripheral arterial disease"	"Gold"	"30989"	"7A41311"	"Femoro-femoral prosthetic cross over graft"	""
"1447"	"Peripheral arterial disease"	"Gold"	"31460"	"G74y700"	"Embolism and thrombosis of the axillary artery"	""
"1448"	"Peripheral arterial disease"	"Gold"	"32208"	"246I.00"	"O/E - Arterial pressure index abnormal"	""
"1449"	"Peripheral arterial disease"	"Gold"	"32403"	"C107.11"	"Diabetes mellitus with gangrene"	""
"1450"	"Peripheral arterial disease"	"Gold"	"32556"	"C107.12"	"Diabetes with gangrene"	""
"1451"	"Peripheral arterial disease"	"Gold"	"32634"	"G74y100"	"Embolism and/or thrombosis of the internal iliac artery"	""
"1452"	"Peripheral arterial disease"	"Gold"	"33807"	"C107200"	"Diabetes mellitus, adult with gangrene"	""
"1453"	"Peripheral arterial disease"	"Gold"	"34152"	"G73y000"	"Diabetic peripheral angiopathy"	""
"1454"	"Peripheral arterial disease"	"Gold"	"34153"	"7A10200"	"Axillo-bifemoral bypass graft"	""
"1455"	"Peripheral arterial disease"	"Gold"	"3530"	"G73z.00"	"Peripheral vascular disease NOS"	""
"1456"	"Peripheral arterial disease"	"Gold"	"35399"	"C107.00"	"Diabetes mellitus with peripheral circulatory disorder"	""
"1457"	"Peripheral arterial disease"	"Gold"	"36065"	"7A42011"	"Endarterectomy and patch repair of common iliac artery"	""
"1458"	"Peripheral arterial disease"	"Gold"	"36136"	"7A49300"	"Endarterectomy of popliteal artery NEC"	""
"1459"	"Peripheral arterial disease"	"Gold"	"36443"	"7A41300"	"Bypass iliac artery by femoral/femoral art anastomosis NEC"	""
"1460"	"Peripheral arterial disease"	"Gold"	"37787"	"7A48.12"	"Other bypass of common femoral artery"	""
"1461"	"Peripheral arterial disease"	"Gold"	"37806"	"C10FF00"	"Type 2 diabetes mellitus with peripheral angiopathy"	""
"1462"	"Peripheral arterial disease"	"Gold"	"38907"	"G73y.00"	"Other specified peripheral vascular disease"	""
"1463"	"Peripheral arterial disease"	"Gold"	"38921"	"7A41z00"	"Other bypass of iliac artery NOS"	""
"1464"	"Peripheral arterial disease"	"Gold"	"39437"	"7A4A300"	"Open embolectomy popliteal artery"	""
"1465"	"Peripheral arterial disease"	"Gold"	"39776"	"7A47.14"	"Other emergency bypass of popliteal artery"	""
"1466"	"Peripheral arterial disease"	"Gold"	"39877"	"7A48400"	"Bypass femoral artery by fem/tib art anast c prosthesis NEC"	""
"1467"	"Peripheral arterial disease"	"Gold"	"3995"	"G70z.00"	"Arteriosclerotic vascular disease NOS"	""
"1468"	"Peripheral arterial disease"	"Gold"	"40302"	"7A10300"	"Axillo-unifemoral PTFE bypass graft"	""
"1469"	"Peripheral arterial disease"	"Gold"	"40401"	"C109500"	"Non-insulin dependent diabetes mellitus with gangrene"	""
"1470"	"Peripheral arterial disease"	"Gold"	"40732"	"7A48.16"	"Other bypass of superficial femoral artery"	""
"1471"	"Peripheral arterial disease"	"Gold"	"41768"	"7A41F00"	"Ilio-femoral prosthetic cross over graft"	""
"1472"	"Peripheral arterial disease"	"Gold"	"41823"	"7A48600"	"Bypass femoral artery by fem/tib art anast c vein graft NEC"	""
"1473"	"Peripheral arterial disease"	"Gold"	"42115"	"7A48D00"	"Bypass popliteal artery by pop/fem artery anastomosis NEC"	""
"1474"	"Peripheral arterial disease"	"Gold"	"42640"	"7A48y00"	"Other bypass of femoral artery or popliteal artery OS"	""
"1475"	"Peripheral arterial disease"	"Gold"	"42645"	"7A4A311"	"Open thrombectomy of popliteal artery"	""
"1476"	"Peripheral arterial disease"	"Gold"	"4325"	"G73yz00"	"Other specified peripheral vascular disease NOS"	""
"1477"	"Peripheral arterial disease"	"Gold"	"43648"	"7A41211"	"Emergency femoro-femoral prosthetic cross over graft"	""
"1478"	"Peripheral arterial disease"	"Gold"	"43651"	"7A47000"	"Emerg bypass femoral art by fem/pop art anast c prosth NEC"	""
"1479"	"Peripheral arterial disease"	"Gold"	"44085"	"G742.00"	"Embolism and thrombosis of an arm or leg artery"	""
"1480"	"Peripheral arterial disease"	"Gold"	"44250"	"7A41000"	"Emerg bypass iliac art by iliac/femoral art anastomosis NEC"	""
"1481"	"Peripheral arterial disease"	"Gold"	"44430"	"7A42111"	"Endarterectomy of common iliac artery NEC"	""
"1482"	"Peripheral arterial disease"	"Gold"	"44835"	"G742900"	"Embolism and thrombosis of a leg artery NOS"	""
"1483"	"Peripheral arterial disease"	"Gold"	"4539"	"G742500"	"Embolism and thrombosis of the popliteal artery"	""
"1484"	"Peripheral arterial disease"	"Gold"	"45428"	"7A48C00"	"Bypass femoral artery by femoral/femoral art anastomosis NEC"	""
"1485"	"Peripheral arterial disease"	"Gold"	"46150"	"C109512"	"Type 2 diabetes mellitus with gangrene"	""
"1486"	"Peripheral arterial disease"	"Gold"	"47562"	"7A43111"	"Open embolectomy of common iliac artery"	""
"1487"	"Peripheral arterial disease"	"Gold"	"47835"	"7A49600"	"Profundoplasty of femoral artery NEC"	""
"1488"	"Peripheral arterial disease"	"Gold"	"48700"	"7A48700"	"Bypass popliteal artery by pop/tib a anast c vein graft NEC"	""
"1489"	"Peripheral arterial disease"	"Gold"	"48939"	"7A47C00"	"Emerg bypass femoral artery by fem/fem art anastomosis NEC"	""
"1490"	"Peripheral arterial disease"	"Gold"	"50865"	"7A27B00"	"Open embolectomy of axillary artery"	""
"1491"	"Peripheral arterial disease"	"Gold"	"51211"	"7A42100"	"Endarterectomy of iliac artery NEC"	""
"1492"	"Peripheral arterial disease"	"Gold"	"51720"	"7A4B.15"	"Transluminal procedure on superficial femoral artery"	""
"1493"	"Peripheral arterial disease"	"Gold"	"52289"	"7A4B300"	"Percutaneous transluminal embolectomy of popliteal artery"	""
"1494"	"Peripheral arterial disease"	"Gold"	"52342"	"7A47200"	"Emerg bypass femoral art by fem/pop a anast c vein graft NEC"	""
"1495"	"Peripheral arterial disease"	"Gold"	"52357"	"7A41y00"	"Other specified other bypass of iliac artery"	""
"1496"	"Peripheral arterial disease"	"Gold"	"52462"	"7A4B.13"	"Transluminal procedure on femoral artery"	""
"1497"	"Peripheral arterial disease"	"Gold"	"52473"	"7A4B.14"	"Transluminal procedure on popliteal artery"	""
"1498"	"Peripheral arterial disease"	"Gold"	"52695"	"7A49100"	"Endarterectomy and patch repair of popliteal artery"	""
"1499"	"Peripheral arterial disease"	"Gold"	"53675"	"7A48A00"	"Bypass femoral artery by fem/peron a anast c vein graft NEC"	""
"1500"	"Peripheral arterial disease"	"Gold"	"5414"	"G732000"	"Gangrene of toe"	""
"1501"	"Peripheral arterial disease"	"Gold"	"54865"	"G74y000"	"Embolism and/or thrombosis of the common iliac artery"	""
"1502"	"Peripheral arterial disease"	"Gold"	"54899"	"C109F11"	"Type II diabetes mellitus with peripheral angiopathy"	""
"1503"	"Peripheral arterial disease"	"Gold"	"56022"	"7A28D00"	"Percutaneous transluminal embolectomy of axillary artery"	""
"1504"	"Peripheral arterial disease"	"Gold"	"56919"	"G74y200"	"Embolism and/or thrombosis of the external iliac artery"	""
"1505"	"Peripheral arterial disease"	"Gold"	"5702"	"G73..11"	"Peripheral ischaemic vascular disease"	""
"1506"	"Peripheral arterial disease"	"Gold"	"57793"	"7A49400"	"Profundoplasty femoral artery & patch repair deep fem artery"	""
"1507"	"Peripheral arterial disease"	"Gold"	"58191"	"7A26100"	"Bypass of axillary artery NEC"	""
"1508"	"Peripheral arterial disease"	"Gold"	"5943"	"G73..00"	"Other peripheral vascular disease"	""
"1509"	"Peripheral arterial disease"	"Gold"	"59602"	"7A42012"	"Iliac endarterectomy and patch"	""
"1510"	"Peripheral arterial disease"	"Gold"	"60370"	"7A28C00"	"Percutaneous transluminal angioplasty of axillary artery"	""
"1511"	"Peripheral arterial disease"	"Gold"	"60465"	"7A48500"	"Bypass popliteal artery by pop/tib a anast c prosthesis NEC"	""
"1512"	"Peripheral arterial disease"	"Gold"	"60499"	"C108600"	"Insulin dependent diabetes mellitus with gangrene"	""
"1513"	"Peripheral arterial disease"	"Gold"	"60693"	"7A47300"	"Emerg bypass pop art by pop/pop art anast c vein graft NEC"	""
"1514"	"Peripheral arterial disease"	"Gold"	"60699"	"C109F12"	"Type 2 diabetes mellitus with peripheral angiopathy"	""
"1515"	"Peripheral arterial disease"	"Gold"	"61255"	"7A43100"	"Open embolectomy of iliac artery"	""
"1516"	"Peripheral arterial disease"	"Gold"	"61974"	"7A48.11"	"Other bypass of femoral or popliteal artery by anastomosis"	""
"1517"	"Peripheral arterial disease"	"Gold"	"62107"	"C109511"	"Type II diabetes mellitus with gangrene"	""
"1518"	"Peripheral arterial disease"	"Gold"	"6256"	"7A4B200"	"Percutaneous transluminal embolectomy of femoral artery"	""
"1519"	"Peripheral arterial disease"	"Gold"	"62775"	"7A47B00"	"Emerg bypass pop art by pop/peron art anast c vein graft NEC"	""
"1520"	"Peripheral arterial disease"	"Gold"	"62818"	"7A42000"	"Endarterectomy and patch repair of iliac artery"	""
"1521"	"Peripheral arterial disease"	"Gold"	"63238"	"7A47.13"	"Other emergency bypass of deep femoral artery"	""
"1522"	"Peripheral arterial disease"	"Gold"	"63357"	"C107100"	"Diabetes mellitus, adult, + peripheral circulatory disorder"	""
"1523"	"Peripheral arterial disease"	"Gold"	"6356"	"7A4B000"	"Percutaneous transluminal angioplasty of femoral artery"	""
